,stop,lap,milliseconds,year,round,gp_name,date,driverRef,number,code,forename,surname,nationality,circuitRef,track_name,location,country,alt
4950,1,28,20929,2016,9,Austrian Grand Prix,03/07/16,nasr,12,NAS,Felipe,Nasr,Brazilian,red_bull_ring,Red Bull Ring,Spielberg,Austria,678
4951,2,28,33462,2016,9,Austrian Grand Prix,03/07/16,sainz,55,SAI,Carlos,Sainz,Spanish,red_bull_ring,Red Bull Ring,Spielberg,Austria,678
4952,3,28,18307,2016,9,Austrian Grand Prix,03/07/16,button,22,BUT,Jenson,Button,British,red_bull_ring,Red Bull Ring,Spielberg,Austria,678
4953,2,28,18860,2016,9,Austrian Grand Prix,03/07/16,grosjean,8,GRO,Romain,Grosjean,French,red_bull_ring,Red Bull Ring,Spielberg,Austria,678
4954,2,28,17721,2016,9,Austrian Grand Prix,03/07/16,kevin_magnussen,20,MAG,Kevin,Magnussen,Danish,red_bull_ring,Red Bull Ring,Spielberg,Austria,678
4955,2,28,17388,2016,9,Austrian Grand Prix,03/07/16,massa,19,MAS,Felipe,Massa,Brazilian,red_bull_ring,Red Bull Ring,Spielberg,Austria,678
4956,2,28,16851,2016,9,Austrian Grand Prix,03/07/16,jolyon_palmer,30,PAL,Jolyon,Palmer,British,red_bull_ring,Red Bull Ring,Spielberg,Austria,678
4957,3,28,16764,2016,9,Austrian Grand Prix,03/07/16,alonso,14,ALO,Fernando,Alonso,Spanish,red_bull_ring,Red Bull Ring,Spielberg,Austria,678
4958,3,28,16544,2016,9,Austrian Grand Prix,03/07/16,perez,11,PER,Sergio,Pérez,Mexican,red_bull_ring,Red Bull Ring,Spielberg,Austria,678
4959,2,28,16419,2016,9,Austrian Grand Prix,03/07/16,ericsson,9,ERI,Marcus,Ericsson,Swedish,red_bull_ring,Red Bull Ring,Spielberg,Austria,678
4960,3,28,16227,2016,9,Austrian Grand Prix,03/07/16,hulkenberg,27,HUL,Nico,Hülkenberg,German,red_bull_ring,Red Bull Ring,Spielberg,Austria,678
4961,2,28,16475,2016,9,Austrian Grand Prix,03/07/16,gutierrez,21,GUT,Esteban,Gutiérrez,Mexican,red_bull_ring,Red Bull Ring,Spielberg,Austria,678
4962,2,28,16218,2016,9,Austrian Grand Prix,03/07/16,haryanto,88,HAR,Rio,Haryanto,Indonesian,red_bull_ring,Red Bull Ring,Spielberg,Austria,678
4963,3,29,18220,2016,9,Austrian Grand Prix,03/07/16,rosberg,6,ROS,Nico,Rosberg,German,red_bull_ring,Red Bull Ring,Spielberg,Austria,678
4964,4,28,18342,2016,9,Austrian Grand Prix,03/07/16,wehrlein,94,WEH,Pascal,Wehrlein,German,red_bull_ring,Red Bull Ring,Spielberg,Austria,678
4965,3,29,18716,2016,9,Austrian Grand Prix,03/07/16,hamilton,44,HAM,Lewis,Hamilton,British,red_bull_ring,Red Bull Ring,Spielberg,Austria,678
4966,3,29,18455,2016,9,Austrian Grand Prix,03/07/16,max_verstappen,33,VER,Max,Verstappen,Dutch,red_bull_ring,Red Bull Ring,Spielberg,Austria,678
4967,3,29,18347,2016,9,Austrian Grand Prix,03/07/16,ricciardo,3,RIC,Daniel,Ricciardo,Australian,red_bull_ring,Red Bull Ring,Spielberg,Austria,678
4968,3,29,18455,2016,9,Austrian Grand Prix,03/07/16,raikkonen,7,RAI,Kimi,Räikkönen,Finnish,red_bull_ring,Red Bull Ring,Spielberg,Austria,678
4969,3,29,17800,2016,9,Austrian Grand Prix,03/07/16,bottas,77,BOT,Valtteri,Bottas,Finnish,red_bull_ring,Red Bull Ring,Spielberg,Austria,678
4970,2,29,17739,2016,9,Austrian Grand Prix,03/07/16,nasr,12,NAS,Felipe,Nasr,Brazilian,red_bull_ring,Red Bull Ring,Spielberg,Austria,678
4971,4,29,18964,2016,9,Austrian Grand Prix,03/07/16,button,22,BUT,Jenson,Button,British,red_bull_ring,Red Bull Ring,Spielberg,Austria,678
4972,3,29,19554,2016,9,Austrian Grand Prix,03/07/16,grosjean,8,GRO,Romain,Grosjean,French,red_bull_ring,Red Bull Ring,Spielberg,Austria,678
4973,3,29,19611,2016,9,Austrian Grand Prix,03/07/16,kevin_magnussen,20,MAG,Kevin,Magnussen,Danish,red_bull_ring,Red Bull Ring,Spielberg,Austria,678
4974,3,29,19015,2016,9,Austrian Grand Prix,03/07/16,massa,19,MAS,Felipe,Massa,Brazilian,red_bull_ring,Red Bull Ring,Spielberg,Austria,678
4975,3,29,18382,2016,9,Austrian Grand Prix,03/07/16,jolyon_palmer,30,PAL,Jolyon,Palmer,British,red_bull_ring,Red Bull Ring,Spielberg,Austria,678
4976,4,29,18194,2016,9,Austrian Grand Prix,03/07/16,alonso,14,ALO,Fernando,Alonso,Spanish,red_bull_ring,Red Bull Ring,Spielberg,Austria,678
4977,4,29,17970,2016,9,Austrian Grand Prix,03/07/16,perez,11,PER,Sergio,Pérez,Mexican,red_bull_ring,Red Bull Ring,Spielberg,Austria,678
4978,3,29,19041,2016,9,Austrian Grand Prix,03/07/16,ericsson,9,ERI,Marcus,Ericsson,Swedish,red_bull_ring,Red Bull Ring,Spielberg,Austria,678
4979,4,29,19028,2016,9,Austrian Grand Prix,03/07/16,hulkenberg,27,HUL,Nico,Hülkenberg,German,red_bull_ring,Red Bull Ring,Spielberg,Austria,678
4980,3,29,18636,2016,9,Austrian Grand Prix,03/07/16,sainz,55,SAI,Carlos,Sainz,Spanish,red_bull_ring,Red Bull Ring,Spielberg,Austria,678
4981,3,29,18308,2016,9,Austrian Grand Prix,03/07/16,gutierrez,21,GUT,Esteban,Gutiérrez,Mexican,red_bull_ring,Red Bull Ring,Spielberg,Austria,678
4982,3,29,17828,2016,9,Austrian Grand Prix,03/07/16,haryanto,88,HAR,Rio,Haryanto,Indonesian,red_bull_ring,Red Bull Ring,Spielberg,Austria,678
4983,4,41,21921,2016,9,Austrian Grand Prix,03/07/16,gutierrez,21,GUT,Esteban,Gutiérrez,Mexican,red_bull_ring,Red Bull Ring,Spielberg,Austria,678
4984,3,43,22707,2016,9,Austrian Grand Prix,03/07/16,nasr,12,NAS,Felipe,Nasr,Brazilian,red_bull_ring,Red Bull Ring,Spielberg,Austria,678
4985,4,49,27119,2016,9,Austrian Grand Prix,03/07/16,kevin_magnussen,20,MAG,Kevin,Magnussen,Danish,red_bull_ring,Red Bull Ring,Spielberg,Austria,678
4986,5,50,27834,2016,9,Austrian Grand Prix,03/07/16,hulkenberg,27,HUL,Nico,Hülkenberg,German,red_bull_ring,Red Bull Ring,Spielberg,Austria,678
4987,4,50,22728,2016,9,Austrian Grand Prix,03/07/16,jolyon_palmer,30,PAL,Jolyon,Palmer,British,red_bull_ring,Red Bull Ring,Spielberg,Austria,678
4988,4,50,24326,2016,9,Austrian Grand Prix,03/07/16,ericsson,9,ERI,Marcus,Ericsson,Swedish,red_bull_ring,Red Bull Ring,Spielberg,Austria,678
4989,4,50,25234,2016,9,Austrian Grand Prix,03/07/16,haryanto,88,HAR,Rio,Haryanto,Indonesian,red_bull_ring,Red Bull Ring,Spielberg,Austria,678
4990,4,51,21639,2016,9,Austrian Grand Prix,03/07/16,bottas,77,BOT,Valtteri,Bottas,Finnish,red_bull_ring,Red Bull Ring,Spielberg,Austria,678
4991,4,54,22109,2016,9,Austrian Grand Prix,03/07/16,hamilton,44,HAM,Lewis,Hamilton,British,red_bull_ring,Red Bull Ring,Spielberg,Austria,678
4992,4,55,21035,2016,9,Austrian Grand Prix,03/07/16,rosberg,6,ROS,Nico,Rosberg,German,red_bull_ring,Red Bull Ring,Spielberg,Austria,678
4993,4,56,21231,2016,9,Austrian Grand Prix,03/07/16,massa,19,MAS,Felipe,Massa,Brazilian,red_bull_ring,Red Bull Ring,Spielberg,Austria,678
4994,4,60,22284,2016,9,Austrian Grand Prix,03/07/16,ricciardo,3,RIC,Daniel,Ricciardo,Australian,red_bull_ring,Red Bull Ring,Spielberg,Austria,678
4995,1,5,29578,2016,10,British Grand Prix,10/07/16,raikkonen,7,RAI,Kimi,Räikkönen,Finnish,silverstone,Silverstone Circuit,Silverstone,UK,153
4996,1,5,29808,2016,10,British Grand Prix,10/07/16,bottas,77,BOT,Valtteri,Bottas,Finnish,silverstone,Silverstone Circuit,Silverstone,UK,153
4997,1,5,30786,2016,10,British Grand Prix,10/07/16,sainz,55,SAI,Carlos,Sainz,Spanish,silverstone,Silverstone Circuit,Silverstone,UK,153
4998,1,5,30747,2016,10,British Grand Prix,10/07/16,hulkenberg,27,HUL,Nico,Hülkenberg,German,silverstone,Silverstone Circuit,Silverstone,UK,153
4999,1,5,32374,2016,10,British Grand Prix,10/07/16,alonso,14,ALO,Fernando,Alonso,Spanish,silverstone,Silverstone Circuit,Silverstone,UK,153
5000,1,5,31381,2016,10,British Grand Prix,10/07/16,vettel,5,VET,Sebastian,Vettel,German,silverstone,Silverstone Circuit,Silverstone,UK,153
5001,1,5,31632,2016,10,British Grand Prix,10/07/16,grosjean,8,GRO,Romain,Grosjean,French,silverstone,Silverstone Circuit,Silverstone,UK,153
5002,1,5,41508,2016,10,British Grand Prix,10/07/16,gutierrez,21,GUT,Esteban,Gutiérrez,Mexican,silverstone,Silverstone Circuit,Silverstone,UK,153
5003,1,5,30804,2016,10,British Grand Prix,10/07/16,kevin_magnussen,20,MAG,Kevin,Magnussen,Danish,silverstone,Silverstone Circuit,Silverstone,UK,153
5004,1,5,31812,2016,10,British Grand Prix,10/07/16,wehrlein,94,WEH,Pascal,Wehrlein,German,silverstone,Silverstone Circuit,Silverstone,UK,153
5005,1,6,30198,2016,10,British Grand Prix,10/07/16,ricciardo,3,RIC,Daniel,Ricciardo,Australian,silverstone,Silverstone Circuit,Silverstone,UK,153
5006,1,6,29243,2016,10,British Grand Prix,10/07/16,massa,19,MAS,Felipe,Massa,Brazilian,silverstone,Silverstone Circuit,Silverstone,UK,153
5007,1,6,30315,2016,10,British Grand Prix,10/07/16,kvyat,26,KVY,Daniil,Kvyat,Russian,silverstone,Silverstone Circuit,Silverstone,UK,153
5008,1,6,30093,2016,10,British Grand Prix,10/07/16,button,22,BUT,Jenson,Button,British,silverstone,Silverstone Circuit,Silverstone,UK,153
5009,1,6,29784,2016,10,British Grand Prix,10/07/16,jolyon_palmer,30,PAL,Jolyon,Palmer,British,silverstone,Silverstone Circuit,Silverstone,UK,153
5010,1,6,29998,2016,10,British Grand Prix,10/07/16,haryanto,88,HAR,Rio,Haryanto,Indonesian,silverstone,Silverstone Circuit,Silverstone,UK,153
5011,1,7,30343,2016,10,British Grand Prix,10/07/16,hamilton,44,HAM,Lewis,Hamilton,British,silverstone,Silverstone Circuit,Silverstone,UK,153
5012,1,7,29395,2016,10,British Grand Prix,10/07/16,rosberg,6,ROS,Nico,Rosberg,German,silverstone,Silverstone Circuit,Silverstone,UK,153
5013,1,7,31995,2016,10,British Grand Prix,10/07/16,max_verstappen,33,VER,Max,Verstappen,Dutch,silverstone,Silverstone Circuit,Silverstone,UK,153
5014,1,7,29475,2016,10,British Grand Prix,10/07/16,perez,11,PER,Sergio,Pérez,Mexican,silverstone,Silverstone Circuit,Silverstone,UK,153
5015,1,7,30981,2016,10,British Grand Prix,10/07/16,nasr,12,NAS,Felipe,Nasr,Brazilian,silverstone,Silverstone Circuit,Silverstone,UK,153
5016,1,7,35393,2016,10,British Grand Prix,10/07/16,ericsson,9,ERI,Marcus,Ericsson,Swedish,silverstone,Silverstone Circuit,Silverstone,UK,153
5017,2,10,104980,2016,10,British Grand Prix,10/07/16,ericsson,9,ERI,Marcus,Ericsson,Swedish,silverstone,Silverstone Circuit,Silverstone,UK,153
5018,2,15,29163,2016,10,British Grand Prix,10/07/16,vettel,5,VET,Sebastian,Vettel,German,silverstone,Silverstone Circuit,Silverstone,UK,153
5019,2,16,30462,2016,10,British Grand Prix,10/07/16,raikkonen,7,RAI,Kimi,Räikkönen,Finnish,silverstone,Silverstone Circuit,Silverstone,UK,153
5020,2,16,29403,2016,10,British Grand Prix,10/07/16,massa,19,MAS,Felipe,Massa,Brazilian,silverstone,Silverstone Circuit,Silverstone,UK,153
5021,2,16,30327,2016,10,British Grand Prix,10/07/16,kvyat,26,KVY,Daniil,Kvyat,Russian,silverstone,Silverstone Circuit,Silverstone,UK,153
5022,2,16,29282,2016,10,British Grand Prix,10/07/16,bottas,77,BOT,Valtteri,Bottas,Finnish,silverstone,Silverstone Circuit,Silverstone,UK,153
5023,2,16,30143,2016,10,British Grand Prix,10/07/16,nasr,12,NAS,Felipe,Nasr,Brazilian,silverstone,Silverstone Circuit,Silverstone,UK,153
5024,2,16,30882,2016,10,British Grand Prix,10/07/16,grosjean,8,GRO,Romain,Grosjean,French,silverstone,Silverstone Circuit,Silverstone,UK,153
5025,2,16,55697,2016,10,British Grand Prix,10/07/16,jolyon_palmer,30,PAL,Jolyon,Palmer,British,silverstone,Silverstone Circuit,Silverstone,UK,153
5026,2,17,28728,2016,10,British Grand Prix,10/07/16,hamilton,44,HAM,Lewis,Hamilton,British,silverstone,Silverstone Circuit,Silverstone,UK,153
5027,2,17,29715,2016,10,British Grand Prix,10/07/16,rosberg,6,ROS,Nico,Rosberg,German,silverstone,Silverstone Circuit,Silverstone,UK,153
5028,2,17,28915,2016,10,British Grand Prix,10/07/16,perez,11,PER,Sergio,Pérez,Mexican,silverstone,Silverstone Circuit,Silverstone,UK,153
5029,2,17,29813,2016,10,British Grand Prix,10/07/16,ricciardo,3,RIC,Daniel,Ricciardo,Australian,silverstone,Silverstone Circuit,Silverstone,UK,153
5030,2,17,29895,2016,10,British Grand Prix,10/07/16,sainz,55,SAI,Carlos,Sainz,Spanish,silverstone,Silverstone Circuit,Silverstone,UK,153
5031,2,17,29867,2016,10,British Grand Prix,10/07/16,hulkenberg,27,HUL,Nico,Hülkenberg,German,silverstone,Silverstone Circuit,Silverstone,UK,153
5032,2,17,28799,2016,10,British Grand Prix,10/07/16,alonso,14,ALO,Fernando,Alonso,Spanish,silverstone,Silverstone Circuit,Silverstone,UK,153
5033,2,17,29588,2016,10,British Grand Prix,10/07/16,button,22,BUT,Jenson,Button,British,silverstone,Silverstone Circuit,Silverstone,UK,153
5034,2,17,29201,2016,10,British Grand Prix,10/07/16,kevin_magnussen,20,MAG,Kevin,Magnussen,Danish,silverstone,Silverstone Circuit,Silverstone,UK,153
5035,2,17,29884,2016,10,British Grand Prix,10/07/16,gutierrez,21,GUT,Esteban,Gutiérrez,Mexican,silverstone,Silverstone Circuit,Silverstone,UK,153
5036,2,17,30135,2016,10,British Grand Prix,10/07/16,haryanto,88,HAR,Rio,Haryanto,Indonesian,silverstone,Silverstone Circuit,Silverstone,UK,153
5037,2,18,29429,2016,10,British Grand Prix,10/07/16,max_verstappen,33,VER,Max,Verstappen,Dutch,silverstone,Silverstone Circuit,Silverstone,UK,153
5038,3,19,41486,2016,10,British Grand Prix,10/07/16,jolyon_palmer,30,PAL,Jolyon,Palmer,British,silverstone,Silverstone Circuit,Silverstone,UK,153
5039,3,38,29346,2016,10,British Grand Prix,10/07/16,massa,19,MAS,Felipe,Massa,Brazilian,silverstone,Silverstone Circuit,Silverstone,UK,153
5040,3,39,28936,2016,10,British Grand Prix,10/07/16,alonso,14,ALO,Fernando,Alonso,Spanish,silverstone,Silverstone Circuit,Silverstone,UK,153
5041,3,40,28450,2016,10,British Grand Prix,10/07/16,kevin_magnussen,20,MAG,Kevin,Magnussen,Danish,silverstone,Silverstone Circuit,Silverstone,UK,153
5042,1,7,22229,2016,11,Hungarian Grand Prix,24/07/16,button,22,BUT,Jenson,Button,British,hungaroring,Hungaroring,Budapest,Hungary,264
5043,1,9,23486,2016,11,Hungarian Grand Prix,24/07/16,wehrlein,94,WEH,Pascal,Wehrlein,German,hungaroring,Hungaroring,Budapest,Hungary,264
5044,2,10,16486,2016,11,Hungarian Grand Prix,24/07/16,button,22,BUT,Jenson,Button,British,hungaroring,Hungaroring,Budapest,Hungary,264
5045,1,11,22778,2016,11,Hungarian Grand Prix,24/07/16,nasr,12,NAS,Felipe,Nasr,Brazilian,hungaroring,Hungaroring,Budapest,Hungary,264
5046,1,14,21640,2016,11,Hungarian Grand Prix,24/07/16,vettel,5,VET,Sebastian,Vettel,German,hungaroring,Hungaroring,Budapest,Hungary,264
5047,1,14,22014,2016,11,Hungarian Grand Prix,24/07/16,hulkenberg,27,HUL,Nico,Hülkenberg,German,hungaroring,Hungaroring,Budapest,Hungary,264
5048,1,14,22427,2016,11,Hungarian Grand Prix,24/07/16,grosjean,8,GRO,Romain,Grosjean,French,hungaroring,Hungaroring,Budapest,Hungary,264
5049,1,15,22241,2016,11,Hungarian Grand Prix,24/07/16,ricciardo,3,RIC,Daniel,Ricciardo,Australian,hungaroring,Hungaroring,Budapest,Hungary,264
5050,1,15,22099,2016,11,Hungarian Grand Prix,24/07/16,alonso,14,ALO,Fernando,Alonso,Spanish,hungaroring,Hungaroring,Budapest,Hungary,264
5051,1,15,22828,2016,11,Hungarian Grand Prix,24/07/16,gutierrez,21,GUT,Esteban,Gutiérrez,Mexican,hungaroring,Hungaroring,Budapest,Hungary,264
5052,1,16,21441,2016,11,Hungarian Grand Prix,24/07/16,hamilton,44,HAM,Lewis,Hamilton,British,hungaroring,Hungaroring,Budapest,Hungary,264
5053,1,16,22389,2016,11,Hungarian Grand Prix,24/07/16,max_verstappen,33,VER,Max,Verstappen,Dutch,hungaroring,Hungaroring,Budapest,Hungary,264
5054,1,16,22960,2016,11,Hungarian Grand Prix,24/07/16,sainz,55,SAI,Carlos,Sainz,Spanish,hungaroring,Hungaroring,Budapest,Hungary,264
5055,1,16,21704,2016,11,Hungarian Grand Prix,24/07/16,bottas,77,BOT,Valtteri,Bottas,Finnish,hungaroring,Hungaroring,Budapest,Hungary,264
5056,1,17,21233,2016,11,Hungarian Grand Prix,24/07/16,rosberg,6,ROS,Nico,Rosberg,German,hungaroring,Hungaroring,Budapest,Hungary,264
5057,1,17,23873,2016,11,Hungarian Grand Prix,24/07/16,ericsson,9,ERI,Marcus,Ericsson,Swedish,hungaroring,Hungaroring,Budapest,Hungary,264
5058,1,24,21990,2016,11,Hungarian Grand Prix,24/07/16,kevin_magnussen,20,MAG,Kevin,Magnussen,Danish,hungaroring,Hungaroring,Budapest,Hungary,264
5059,1,24,22105,2016,11,Hungarian Grand Prix,24/07/16,kvyat,26,KVY,Daniil,Kvyat,Russian,hungaroring,Hungaroring,Budapest,Hungary,264
5060,1,25,21793,2016,11,Hungarian Grand Prix,24/07/16,massa,19,MAS,Felipe,Massa,Brazilian,hungaroring,Hungaroring,Budapest,Hungary,264
5061,1,26,21892,2016,11,Hungarian Grand Prix,24/07/16,jolyon_palmer,30,PAL,Jolyon,Palmer,British,hungaroring,Hungaroring,Budapest,Hungary,264
5062,1,27,22689,2016,11,Hungarian Grand Prix,24/07/16,perez,11,PER,Sergio,Pérez,Mexican,hungaroring,Hungaroring,Budapest,Hungary,264
5063,3,28,22718,2016,11,Hungarian Grand Prix,24/07/16,button,22,BUT,Jenson,Button,British,hungaroring,Hungaroring,Budapest,Hungary,264
5064,1,29,21951,2016,11,Hungarian Grand Prix,24/07/16,raikkonen,7,RAI,Kimi,Räikkönen,Finnish,hungaroring,Hungaroring,Budapest,Hungary,264
5065,1,29,24254,2016,11,Hungarian Grand Prix,24/07/16,haryanto,88,HAR,Rio,Haryanto,Indonesian,hungaroring,Hungaroring,Budapest,Hungary,264
5066,2,33,22006,2016,11,Hungarian Grand Prix,24/07/16,ricciardo,3,RIC,Daniel,Ricciardo,Australian,hungaroring,Hungaroring,Budapest,Hungary,264
5067,2,35,22765,2016,11,Hungarian Grand Prix,24/07/16,wehrlein,94,WEH,Pascal,Wehrlein,German,hungaroring,Hungaroring,Budapest,Hungary,264
5068,2,36,22303,2016,11,Hungarian Grand Prix,24/07/16,grosjean,8,GRO,Romain,Grosjean,French,hungaroring,Hungaroring,Budapest,Hungary,264
5069,2,36,22051,2016,11,Hungarian Grand Prix,24/07/16,kevin_magnussen,20,MAG,Kevin,Magnussen,Danish,hungaroring,Hungaroring,Budapest,Hungary,264
5070,2,37,22520,2016,11,Hungarian Grand Prix,24/07/16,gutierrez,21,GUT,Esteban,Gutiérrez,Mexican,hungaroring,Hungaroring,Budapest,Hungary,264
5071,2,38,21687,2016,11,Hungarian Grand Prix,24/07/16,max_verstappen,33,VER,Max,Verstappen,Dutch,hungaroring,Hungaroring,Budapest,Hungary,264
5072,2,39,23350,2016,11,Hungarian Grand Prix,24/07/16,hulkenberg,27,HUL,Nico,Hülkenberg,German,hungaroring,Hungaroring,Budapest,Hungary,264
5073,2,39,21665,2016,11,Hungarian Grand Prix,24/07/16,jolyon_palmer,30,PAL,Jolyon,Palmer,British,hungaroring,Hungaroring,Budapest,Hungary,264
5074,2,39,22965,2016,11,Hungarian Grand Prix,24/07/16,nasr,12,NAS,Felipe,Nasr,Brazilian,hungaroring,Hungaroring,Budapest,Hungary,264
5075,2,40,29941,2016,11,Hungarian Grand Prix,24/07/16,perez,11,PER,Sergio,Pérez,Mexican,hungaroring,Hungaroring,Budapest,Hungary,264
5076,2,41,21773,2016,11,Hungarian Grand Prix,24/07/16,hamilton,44,HAM,Lewis,Hamilton,British,hungaroring,Hungaroring,Budapest,Hungary,264
5077,2,41,21535,2016,11,Hungarian Grand Prix,24/07/16,vettel,5,VET,Sebastian,Vettel,German,hungaroring,Hungaroring,Budapest,Hungary,264
5078,2,42,22351,2016,11,Hungarian Grand Prix,24/07/16,rosberg,6,ROS,Nico,Rosberg,German,hungaroring,Hungaroring,Budapest,Hungary,264
5079,2,42,22417,2016,11,Hungarian Grand Prix,24/07/16,sainz,55,SAI,Carlos,Sainz,Spanish,hungaroring,Hungaroring,Budapest,Hungary,264
5080,2,43,21405,2016,11,Hungarian Grand Prix,24/07/16,bottas,77,BOT,Valtteri,Bottas,Finnish,hungaroring,Hungaroring,Budapest,Hungary,264
5081,2,44,21897,2016,11,Hungarian Grand Prix,24/07/16,alonso,14,ALO,Fernando,Alonso,Spanish,hungaroring,Hungaroring,Budapest,Hungary,264
5082,2,45,23198,2016,11,Hungarian Grand Prix,24/07/16,ericsson,9,ERI,Marcus,Ericsson,Swedish,hungaroring,Hungaroring,Budapest,Hungary,264
5083,2,46,27951,2016,11,Hungarian Grand Prix,24/07/16,kvyat,26,KVY,Daniil,Kvyat,Russian,hungaroring,Hungaroring,Budapest,Hungary,264
5084,2,50,21857,2016,11,Hungarian Grand Prix,24/07/16,raikkonen,7,RAI,Kimi,Räikkönen,Finnish,hungaroring,Hungaroring,Budapest,Hungary,264
5085,3,62,23308,2016,11,Hungarian Grand Prix,24/07/16,ericsson,9,ERI,Marcus,Ericsson,Swedish,hungaroring,Hungaroring,Budapest,Hungary,264
5086,2,65,22366,2016,11,Hungarian Grand Prix,24/07/16,massa,19,MAS,Felipe,Massa,Brazilian,hungaroring,Hungaroring,Budapest,Hungary,264
5087,1,2,19298,2016,12,German Grand Prix,31/07/16,jolyon_palmer,30,PAL,Jolyon,Palmer,British,hockenheimring,Hockenheimring,Hockenheim,Germany,103
5088,1,7,23243,2016,12,German Grand Prix,31/07/16,kvyat,26,KVY,Daniil,Kvyat,Russian,hockenheimring,Hockenheimring,Hockenheim,Germany,103
5089,1,7,29865,2016,12,German Grand Prix,31/07/16,nasr,12,NAS,Felipe,Nasr,Brazilian,hockenheimring,Hockenheimring,Hockenheim,Germany,103
5090,1,8,19233,2016,12,German Grand Prix,31/07/16,perez,11,PER,Sergio,Pérez,Mexican,hockenheimring,Hockenheimring,Hockenheim,Germany,103
5091,1,9,22751,2016,12,German Grand Prix,31/07/16,sainz,55,SAI,Carlos,Sainz,Spanish,hockenheimring,Hockenheimring,Hockenheim,Germany,103
5092,1,9,18590,2016,12,German Grand Prix,31/07/16,massa,19,MAS,Felipe,Massa,Brazilian,hockenheimring,Hockenheimring,Hockenheim,Germany,103
5093,1,11,19017,2016,12,German Grand Prix,31/07/16,max_verstappen,33,VER,Max,Verstappen,Dutch,hockenheimring,Hockenheimring,Hockenheim,Germany,103
5094,1,11,19693,2016,12,German Grand Prix,31/07/16,rosberg,6,ROS,Nico,Rosberg,German,hockenheimring,Hockenheimring,Hockenheim,Germany,103
5095,1,11,19034,2016,12,German Grand Prix,31/07/16,kevin_magnussen,20,MAG,Kevin,Magnussen,Danish,hockenheimring,Hockenheimring,Hockenheim,Germany,103
5096,1,12,18964,2016,12,German Grand Prix,31/07/16,ricciardo,3,RIC,Daniel,Ricciardo,Australian,hockenheimring,Hockenheimring,Hockenheim,Germany,103
5097,1,12,18796,2016,12,German Grand Prix,31/07/16,bottas,77,BOT,Valtteri,Bottas,Finnish,hockenheimring,Hockenheimring,Hockenheim,Germany,103
5098,1,12,19608,2016,12,German Grand Prix,31/07/16,hulkenberg,27,HUL,Nico,Hülkenberg,German,hockenheimring,Hockenheimring,Hockenheim,Germany,103
5099,1,12,19813,2016,12,German Grand Prix,31/07/16,wehrlein,94,WEH,Pascal,Wehrlein,German,hockenheimring,Hockenheimring,Hockenheim,Germany,103
5100,1,13,19230,2016,12,German Grand Prix,31/07/16,vettel,5,VET,Sebastian,Vettel,German,hockenheimring,Hockenheimring,Hockenheim,Germany,103
5101,1,13,19427,2016,12,German Grand Prix,31/07/16,button,22,BUT,Jenson,Button,British,hockenheimring,Hockenheimring,Hockenheim,Germany,103
5102,1,13,31317,2016,12,German Grand Prix,31/07/16,haryanto,88,HAR,Rio,Haryanto,Indonesian,hockenheimring,Hockenheimring,Hockenheim,Germany,103
5103,1,14,18650,2016,12,German Grand Prix,31/07/16,hamilton,44,HAM,Lewis,Hamilton,British,hockenheimring,Hockenheimring,Hockenheim,Germany,103
5104,1,14,22393,2016,12,German Grand Prix,31/07/16,raikkonen,7,RAI,Kimi,Räikkönen,Finnish,hockenheimring,Hockenheimring,Hockenheim,Germany,103
5105,1,14,19258,2016,12,German Grand Prix,31/07/16,alonso,14,ALO,Fernando,Alonso,Spanish,hockenheimring,Hockenheimring,Hockenheim,Germany,103
5106,1,16,20148,2016,12,German Grand Prix,31/07/16,ericsson,9,ERI,Marcus,Ericsson,Swedish,hockenheimring,Hockenheimring,Hockenheim,Germany,103
5107,1,17,20301,2016,12,German Grand Prix,31/07/16,grosjean,8,GRO,Romain,Grosjean,French,hockenheimring,Hockenheimring,Hockenheim,Germany,103
5108,2,19,19944,2016,12,German Grand Prix,31/07/16,nasr,12,NAS,Felipe,Nasr,Brazilian,hockenheimring,Hockenheimring,Hockenheim,Germany,103
5109,1,25,20099,2016,12,German Grand Prix,31/07/16,gutierrez,21,GUT,Esteban,Gutiérrez,Mexican,hockenheimring,Hockenheimring,Hockenheim,Germany,103
5110,2,25,26688,2016,12,German Grand Prix,31/07/16,jolyon_palmer,30,PAL,Jolyon,Palmer,British,hockenheimring,Hockenheimring,Hockenheim,Germany,103
5111,2,26,36395,2016,12,German Grand Prix,31/07/16,massa,19,MAS,Felipe,Massa,Brazilian,hockenheimring,Hockenheimring,Hockenheim,Germany,103
5112,2,26,19626,2016,12,German Grand Prix,31/07/16,wehrlein,94,WEH,Pascal,Wehrlein,German,hockenheimring,Hockenheimring,Hockenheim,Germany,103
5113,2,27,18936,2016,12,German Grand Prix,31/07/16,rosberg,6,ROS,Nico,Rosberg,German,hockenheimring,Hockenheimring,Hockenheim,Germany,103
5114,2,27,19223,2016,12,German Grand Prix,31/07/16,perez,11,PER,Sergio,Pérez,Mexican,hockenheimring,Hockenheimring,Hockenheim,Germany,103
5115,2,28,19137,2016,12,German Grand Prix,31/07/16,max_verstappen,33,VER,Max,Verstappen,Dutch,hockenheimring,Hockenheimring,Hockenheim,Germany,103
5116,2,28,19440,2016,12,German Grand Prix,31/07/16,alonso,14,ALO,Fernando,Alonso,Spanish,hockenheimring,Hockenheimring,Hockenheim,Germany,103
